OTU	DI-1_250.fasta_good	DI-2_250.fasta_good	DI-3_250.fasta_good	DI-4_250.fasta_good	DI-5_250.fasta_good	Mock-25-1_250.fasta_good	Mock-25-2_250.fasta_good	Mock-25-3_250.fasta_good	Mock-25-4_250.fasta_good	Mock-25-5_250.fasta_good	Mock50-1_250.fasta_good	Mock50-2_250.fasta_good	Mock50-3_250.fasta_good	Mock50-4_250.fasta_good	Mock50-5_250.fasta_good	Mock75-1_250.fasta_good	Mock75-2_250.fasta_good	Mock75-3_250.fasta_good	Mock75-4_250.fasta_good	AeMBR-25-2_250.fasta_good	AeMBR-25-3_250.fasta_good	AeMBR-25-4_250.fasta_good	AeMBR-25_1_250.fasta_good	AeMBR-50-1_250.fasta_good	AeMBR-50-2_250.fasta_good	AeMBR-50-3_250.fasta_good	AeMBR-50-4_250.fasta_good	AeMBR-50-5_250.fasta_good	AeMBR75-1_250.fasta_good	AeMBR75-2_250.fasta_good	AeMBR75-3_250.fasta_good	AeMBR75-4_250.fasta_good	AeMBR75-5_250.fasta_good	AnMBR-25-1_250.fasta_good	AnMBR-25-2_250.fasta_good	AnMBR-25-3_250.fasta_good	AnMBR-25-4_250.fasta_good	AnMBR-25-5_250.fasta_good	AnMBR-50-1_250.fasta_good	AnMBR-50-2_250.fasta_good	AnMBR-50-3_250.fasta_good	AnMBR-50-4_250.fasta_good	AnMBR-50-5_250.fasta_good	AnMBR-75-1_250.fasta_good	AnMBR-75-2_250.fasta_good	AnMBR-75-3_250.fasta_good	AnMBR-75-4_250.fasta_good	AnMBR-75-5_250.fasta_good
OTU121	7	9	11	4	16	1	0	5	3	0	6	1	2	1	1	4	1	3	0	11	8	1	15	16	21	2	4	2	11	7	0	5	5	4	0	8	5	17	1	2	8	8	10	21	21	15	44	8
OTU123	0	8	7	13	3	0	0	0	3	0	4	0	0	0	1	1	2	2	2	4	1	4	6	1	1	2	1	1	3	2	3	1	2	4	4	7	6	15	0	1	11	3	2	1	3	1	2	0
OTU124	711	1235	1146	1270	1167	622	672	770	799	1236	494	1428	781	868	1175	1900	608	1030	542	1041	1226	809	1185	851	1186	806	696	301	599	629	393	278	511	773	1211	1276	1206	1126	505	776	787	614	510	626	593	1024	950	781
OTU125	28	15	10	26	13	354	895	215	417	575	317	1803	296	443	359	263	653	281	951	62	61	28	56	71	28	116	47	53	57	9	69	63	14	15	365	85	30	116	4	25	13	15	15	9	4	16	49	18
OTU126	20	41	17	37	34	9	7	14	16	12	12	13	14	28	20	10	2	11	2	39	38	28	62	46	14	9	20	16	24	15	10	13	36	20	22	44	94	79	27	5	84	55	16	34	51	20	66	48
OTU128	48	52	51	65	47	24	18	28	17	38	15	42	19	15	29	50	9	11	18	66	36	21	52	50	45	22	22	17	19	14	12	18	48	12	25	20	35	61	3	3	14	13	11	15	10	11	37	14
OTU129	41	44	20	42	77	16	8	3	8	15	5	28	8	14	7	29	10	41	3	117	49	31	120	25	34	40	14	14	114	27	9	15	46	40	130	158	153	45	317	114	206	79	34	35	1	25	45	23
OTU130	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0
OTU132	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU135	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU137	0	2	0	2	2	1	1	1	2	1	0	0	0	0	0	1	0	1	0	2	0	0	5	0	0	1	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1
OTU138	3	1	3	1	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	17	6	2	0	3	0	1	0	2	5	0	0	2	7	1	0	0	1	0	3	5	4	1	0	1	3	0
OTU139	46	56	44	106	85	79	49	69	127	375	47	157	36	97	209	489	182	181	56	176	226	220	194	79	113	206	39	24	59	32	81	60	68	115	415	270	91	202	60	73	111	55	29	45	12	21	90	30
OTU140	1	0	2	0	1	2	3	0	0	2	4	4	0	2	6	3	3	3	0	0	3	0	1	3	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	2	1	0	1	1	3	0	0	1
OTU142	21	51	26	73	41	11	12	18	18	12	9	49	25	51	15	39	10	47	9	57	82	57	66	36	19	18	20	13	57	67	60	21	52	108	101	97	131	50	155	60	218	170	60	61	120	20	174	180
OTU143	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU144	4	2	2	0	0	6	2	4	0	2	2	5	9	1	9	5	3	1	2	1	1	0	1	16	1	10	4	3	0	2	4	2	2	2	2	1	4	2	5	2	3	2	1	7	0	0	1	0
OTU145	0	1	0	0	2	5	4	2	2	5	7	3	4	1	8	7	1	19	0	8	12	9	3	2	1	0	0	0	1	0	0	0	0	0	1	1	0	3	0	1	2	1	7	10	2	3	5	2
OTU146	125	132	42	69	104	43	30	37	21	43	32	47	89	43	37	79	13	88	4	79	97	74	120	155	31	46	42	47	76	33	37	23	137	43	46	69	148	209	33	27	89	66	42	143	91	140	121	114
OTU147	4	3	3	6	9	2	5	2	2	1	2	0	2	1	1	2	2	2	0	8	3	1	3	8	5	0	2	1	6	3	0	0	5	5	3	1	6	12	2	0	1	4	1	5	5	1	9	6
OTU149	3	8	2	2	5	5	0	2	0	5	0	3	1	0	4	7	0	1	0	8	3	1	12	6	0	2	1	1	4	0	0	3	12	3	2	7	13	15	4	0	2	6	4	7	1	3	8	5
OTU151	160	165	52	85	95	18	28	23	21	34	20	21	16	23	39	31	9	48	4	114	62	95	126	60	103	44	34	9	65	35	19	18	44	61	29	69	99	172	19	45	88	63	37	66	30	105	85	59
OTU155	13	17	6	7	10	37	12	31	37	103	20	43	82	28	82	64	25	14	41	10	9	9	16	12	20	6	11	3	3	3	11	3	12	3	4	1	15	9	0	2	4	3	1	8	7	3	14	10
OTU156	11	30	60	21	34	22	13	15	18	31	11	23	12	20	15	15	13	32	2	45	28	40	44	28	21	18	15	13	23	26	14	6	26	26	40	50	48	37	50	22	47	39	34	30	18	32	55	64
OTU157	4	2	0	0	1	0	3	2	0	0	0	1	2	0	12	0	0	1	0	0	0	0	0	10	8	5	6	0	1	0	2	0	5	1	0	0	2	0	7	1	3	0	1	1	1	1	0	0
OTU158	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU159	2	9	13	62	18	62	51	20	35	4	12	36	9	30	2	19	11	38	12	70	71	0	40	2	26	8	6	10	30	20	5	7	4	37	20	30	11	40	50	34	22	31	45	36	42	34	59	81
OTU161	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU162	183	169	79	78	127	44	43	79	41	33	39	68	37	86	66	38	4	36	8	241	180	34	166	228	32	39	69	31	199	42	13	42	189	33	18	62	388	405	29	6	170	47	99	127	60	26	112	117
OTU163	39	56	45	47	41	23	30	26	38	62	28	64	43	39	84	82	32	50	34	56	66	28	35	71	27	10	17	4	35	19	4	10	32	14	30	29	39	75	15	19	24	11	19	30	20	14	49	23
OTU164	1	0	0	0	0	1	0	1	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	1	2	0	0	0
OTU165	38	19	49	21	16	5	2	7	35	11	13	7	17	40	23	23	11	68	10	28	19	24	54	13	7	12	9	6	13	38	6	8	13	30	17	38	9	17	51	37	82	38	37	15	51	2	70	63
OTU166	244	504	344	445	395	225	240	262	316	366	187	336	198	272	320	429	203	340	255	343	317	346	442	204	367	257	196	113	159	233	166	88	225	348	348	369	418	242	312	257	434	271	211	197	197	283	337	355
OTU167	2	1	0	0	0	0	1	0	0	0	0	2	0	0	6	4	0	1	1	0	0	0	0	7	1	0	1	2	0	1	0	0	2	1	0	0	0	0	2	4	8	4	2	0	0	1	0	0
OTU168	0	0	1	1	0	2	0	0	1	3	0	6	0	0	2	2	0	1	0	7	2	2	2	0	3	0	0	0	0	0	2	2	0	5	0	0	1	3	1	0	1	0	1	2	0	1	4	0
OTU171	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0
OTU172	28	65	28	71	41	13	12	26	7	8	4	24	16	11	13	17	6	18	1	62	44	20	33	53	27	12	17	10	15	11	8	9	20	9	21	22	39	67	16	16	29	17	11	27	2	16	24	11
OTU173	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	3	2	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0
OTU174	56	125	59	130	94	24	15	32	24	36	26	51	30	46	37	79	9	35	18	113	71	72	79	63	49	15	20	31	34	36	23	27	78	34	23	64	98	145	61	23	79	44	19	36	36	8	51	33
OTU175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU176	4	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	2	1	3	0	0	0	0	2	0	0	1	0	2	5	2	8	0	0	0	2	3	5	3	1	0	3	1
OTU177	0	1	1	0	5	0	0	6	2	16	3	1	0	4	17	3	0	1	0	7	2	2	5	1	1	2	2	0	0	4	10	0	1	0	3	4	0	0	0	0	1	0	0	0	0	0	2	1
OTU178	0	2	0	2	0	1	3	0	4	5	0	8	0	2	5	7	0	1	1	0	0	2	1	2	0	0	0	0	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU179	65	103	111	124	86	67	60	64	46	121	44	103	59	68	131	93	17	36	32	153	143	67	98	110	74	41	48	36	70	35	39	32	110	30	28	47	58	78	14	22	43	19	16	28	32	16	78	38
OTU180	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU181	3	9	4	8	9	0	1	0	1	4	1	1	6	3	4	1	1	2	2	9	3	2	13	12	2	5	2	1	3	2	3	2	9	1	2	6	13	13	3	3	5	3	4	7	0	1	5	6
OTU182	5	1	2	4	0	1	1	0	0	0	1	0	0	1	0	0	0	5	0	0	3	8	1	2	0	1	2	0	0	1	1	3	1	4	23	10	22	10	21	9	4	19	3	4	0	20	1	5
OTU183	1	2	1	1	3	2	3	8	4	22	2	4	2	1	14	4	0	0	2	20	0	0	3	6	3	7	0	0	3	1	27	1	2	0	19	4	3	4	0	4	0	1	3	1	0	7	1	2
OTU186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU187	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2
OTU189	6	3	6	12	4	0	0	1	1	5	2	1	0	3	1	16	2	12	1	19	7	1	9	6	10	17	2	4	11	7	3	1	0	14	12	15	13	12	9	6	9	5	1	10	7	0	5	8
OTU190	72	35	62	62	37	22	40	69	146	26	95	91	75	197	45	57	26	147	8	263	203	426	369	216	174	59	100	26	146	149	13	33	302	114	87	164	178	306	131	100	369	230	156	156	183	136	305	286
OTU191	9	26	12	13	18	9	7	12	5	6	5	8	10	4	1	6	5	7	4	18	32	9	20	13	26	4	9	6	19	6	9	1	10	13	30	23	37	32	18	10	12	5	13	22	6	12	28	6
OTU192	443	490	521	473	537	168	186	213	470	447	256	362	263	465	437	558	230	204	179	671	357	533	613	395	639	846	401	150	229	620	381	151	269	977	792	1200	593	280	690	433	889	543	379	393	369	442	772	1124
OTU195	3	10	7	12	8	1	2	2	1	1	4	5	0	2	3	3	1	7	2	4	13	4	11	12	6	8	0	2	3	2	2	2	6	3	15	15	23	26	4	5	13	9	7	8	11	2	6	10
OTU196	2	0	4	4	3	1	1	1	3	0	1	2	1	0	0	0	0	2	2	3	4	8	1	4	1	0	0	0	1	1	0	2	3	1	2	4	8	7	2	0	10	8	1	3	5	4	5	5
OTU198	1	3	2	4	3	23	18	28	105	45	90	110	87	88	23	104	205	87	76	11	13	2	10	3	7	3	2	0	5	4	0	1	5	1	0	2	1	5	6	1	7	3	1	2	6	1	16	0
OTU199	22	24	22	37	21	28	32	24	38	23	21	51	30	42	34	48	44	35	34	22	21	19	30	38	25	18	27	14	28	23	16	9	23	18	18	25	25	23	35	27	49	26	27	37	21	39	30	31
OTU200	16	2	7	6	16	0	1	0	0	1	0	4	0	1	0	0	0	1	0	3	33	1	6	8	3	1	7	2	53	6	0	11	6	7	22	7	12	6	10	12	12	3	45	10	16	24	13	83
OTU201	26	4	10	26	12	13	5	4	35	5	1	8	5	26	3	15	6	32	7	30	24	6	37	4	16	11	1	4	7	15	4	8	1	27	13	27	3	12	41	18	26	18	67	21	38	14	47	49
OTU202	11	68	36	15	17	7	2	9	4	30	9	17	10	6	39	16	7	3	7	33	9	13	21	12	13	18	6	10	6	10	23	3	2	16	18	23	7	14	13	7	4	5	4	3	3	3	9	2
OTU204	0	1	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU206	100	141	94	97	103	31	58	72	44	25	35	88	73	48	35	69	16	110	35	64	139	20	62	41	91	45	28	30	49	44	12	10	56	37	135	112	100	165	41	44	42	27	31	61	28	37	36	54
OTU207	125	49	86	237	95	13	12	12	10	166	21	43	22	15	171	79	8	31	14	79	26	75	78	34	95	59	68	24	21	20	9	10	20	20	28	63	46	56	11	10	27	21	9	18	12	25	28	28
OTU208	214	478	224	219	230	69	99	131	82	52	48	223	130	110	39	93	39	335	39	265	777	116	257	195	111	157	111	53	148	93	29	33	275	336	530	613	446	346	255	410	331	232	227	219	820	196	384	454
OTU209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
OTU210	426	454	500	418	518	60	105	95	184	65	65	180	100	217	46	197	112	244	50	387	728	371	801	400	609	361	500	131	241	402	194	125	259	527	779	776	743	591	520	534	540	467	282	536	578	947	621	653
OTU211	1	4	0	0	6	2	0	1	0	6	1	3	0	0	11	1	0	1	1	5	3	2	2	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0
OTU212	13	38	12	20	11	9	6	9	6	6	3	9	0	1	2	13	3	6	9	9	2	1	11	4	13	2	6	0	2	0	4	2	4	0	5	0	18	9	1	2	1	2	1	6	3	8	1	5
OTU213	3	1	6	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	1	1	0	1	1	0	0	2	1	1	0	1	0	1	0	2	0	4	2	0	0	2	0	0	0	0	1	1	0
OTU214	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	0	2	1	1	0	0	0	2	0	0	0	0	6	8	1	2	1	3	5	3	0	3	3	0	1	0	2
OTU215	86	81	55	54	61	30	24	32	34	48	13	57	69	41	47	52	9	44	12	111	133	41	145	53	66	40	36	24	40	48	2	18	29	46	49	64	104	72	33	26	42	36	24	26	27	17	120	56
OTU218	28	62	14	28	38	14	15	14	10	18	11	23	7	27	18	19	4	30	5	69	56	38	54	61	29	14	15	16	17	15	7	11	34	13	15	17	25	67	1	4	11	9	7	14	4	3	13	6
OTU219	42	103	41	70	66	39	61	56	165	25	60	60	143	131	29	57	23	282	19	220	303	41	258	55	37	26	28	10	57	38	13	30	26	64	207	57	44	84	31	245	114	74	170	17	57	11	142	44
OTU220	17	4	3	13	11	3	2	5	1	5	3	1	0	0	4	11	4	5	0	6	4	11	5	4	6	7	4	8	1	0	1	0	6	5	10	11	14	23	5	4	6	3	3	8	0	2	3	5
OTU221	2	0	0	0	0	1	0	1	0	0	1	2	0	0	4	4	0	2	1	0	0	0	0	14	0	4	3	0	2	1	1	3	1	2	0	0	0	0	1	1	6	4	1	2	3	2	0	0
OTU222	1	11	6	4	1	3	3	1	1	0	2	7	0	2	1	3	0	5	0	7	0	3	5	0	2	0	1	1	1	2	0	0	1	1	7	1	1	0	0	0	2	0	0	2	0	0	2	0
OTU223	1	0	0	0	2	1	0	0	0	1	0	1	0	0	2	1	1	0	0	0	9	1	0	0	1	0	1	3	0	2	11	1	0	4	2	3	1	0	0	3	5	3	5	1	7	2	2	0
OTU226	90	68	69	125	114	1	1	4	4	14	1	4	1	5	11	12	0	2	7	17	15	264	32	12	46	23	35	19	3	11	38	3	21	4	5	7	32	42	3	1	3	4	1	6	0	0	5	2
OTU227	0	3	0	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	1	2	0	0	2	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU228	15	23	2	19	6	0	0	6	1	2	1	15	4	2	1	3	0	15	2	3	0	8	3	6	9	6	3	5	2	1	1	1	1	7	10	7	4	5	3	6	0	1	20	2	3	1	3	1
OTU229	5	7	0	1	16	171	6	5	11	2	2	118	27	4	1	26	0	0	0	7	26	0	6	55	14	19	43	839	199	0	1207	421	6	21	240	110	136	77	20	87	32	17	41	54	76	28	9	65
OTU230	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
OTU233	24	17	40	20	23	5	2	2	11	8	6	6	6	7	11	9	0	2	0	28	16	41	30	10	20	14	11	8	13	16	15	1	15	37	16	20	16	28	17	25	39	20	8	5	9	7	15	28
OTU234	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	5	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	4	1	2	0	0	0	0	7
OTU237	0	6	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	47	1	1	1	0	0	0	0	0	0	0	2	1	4	5	3	2	3	2	0	0	4	4	0	0	3	0	6
OTU238	1	0	0	2	2	0	0	0	1	2	0	1	0	0	2	1	0	3	0	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
OTU239	3	9	13	6	15	1	1	3	2	0	2	0	1	2	4	2	0	2	0	11	17	5	15	7	8	2	2	1	12	1	0	3	8	6	7	7	10	26	2	3	13	11	4	14	11	6	28	6
OTU240	376	523	156	225	341	194	373	194	484	341	230	353	212	417	304	357	177	245	132	609	677	356	620	386	328	122	215	146	330	268	70	130	303	305	380	303	378	251	207	388	394	290	427	423	800	256	1087	880
OTU241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
OTU242	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU243	331	499	165	293	426	125	119	186	200	191	73	264	99	243	159	262	53	224	64	704	703	357	613	461	242	191	125	95	346	165	139	154	387	212	485	414	450	519	263	191	253	216	160	142	79	93	346	274
OTU245	1	0	3	2	3	1	4	3	1	0	1	0	0	2	0	3	0	11	0	1	9	0	3	0	9	8	1	1	1	1	2	1	2	3	5	3	5	3	0	0	2	6	0	3	9	4	4	1
OTU246	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	1	0	1	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0
OTU247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
OTU249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU251	138	268	106	280	215	51	100	56	101	53	39	184	92	88	55	40	29	73	26	79	96	101	103	178	85	76	93	69	55	87	21	49	238	76	55	65	349	103	31	27	119	64	41	53	29	46	124	97
OTU253	6	3	7	5	3	5	3	3	13	5	16	15	18	10	6	15	30	22	20	2	6	3	12	4	14	3	2	3	3	6	6	0	7	1	7	6	10	4	3	6	13	9	2	6	17	8	19	7
OTU254	2096	1339	2123	3136	1969	344	257	299	532	232	227	391	238	438	195	602	134	518	118	1869	1932	2044	2864	1065	2134	1074	1498	417	1149	1289	437	449	1612	1667	1111	2514	3589	2141	1260	691	1592	1409	624	587	403	631	2396	1085
OTU255	22	19	17	23	24	8	7	11	26	25	15	14	12	17	11	21	11	30	4	20	23	22	56	16	15	19	17	2	14	16	16	15	21	26	28	11	26	14	9	9	49	28	17	27	41	18	48	37
OTU258	204	263	338	187	288	84	133	129	174	99	68	162	160	154	96	179	125	320	68	250	305	122	382	244	286	113	137	36	163	131	18	67	131	150	141	176	207	350	94	101	312	214	119	219	301	215	486	304
OTU259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	0
OTU261	152	207	171	223	210	39	37	36	81	68	19	51	49	79	34	98	12	71	28	176	125	138	271	127	158	99	145	56	90	101	43	46	134	168	108	187	328	245	166	86	310	163	111	207	124	207	289	171
OTU266	165	270	77	181	164	21	11	24	22	42	17	47	14	21	36	65	17	57	16	202	88	59	180	85	75	90	86	48	40	36	41	24	49	21	75	61	48	107	16	25	24	13	11	21	21	10	74	32
OTU267	81	97	100	180	116	261	89	255	433	1048	142	219	355	460	671	414	26	217	63	125	85	29	137	79	66	23	49	24	64	54	25	26	62	103	111	116	206	214	41	42	301	146	40	79	97	53	325	273
OTU269	32	25	1	0	0	11	33	28	2	0	32	30	30	14	25	19	7	29	12	1	1	0	0	43	38	37	30	28	35	24	46	2	35	18	0	0	0	0	14	38	45	38	17	41	32	39	0	1
OTU270	0	0	0	1	0	0	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
OTU272	23	30	33	36	22	15	18	31	12	11	21	27	30	13	8	25	12	27	16	30	20	29	34	26	23	15	14	5	17	10	9	6	17	13	22	10	24	40	7	4	15	22	5	26	19	26	37	13
OTU273	9	8	2	2	8	3	27	30	14	36	54	18	60	13	18	63	31	22	7	21	9	4	14	13	6	3	3	4	9	4	0	5	8	1	4	0	6	22	0	0	5	2	4	3	4	1	7	2
OTU274	5	0	0	0	3	0	0	2	0	0	0	1	2	1	3	2	0	0	0	3	0	0	2	0	1	3	4	1	1	1	0	1	1	2	3	3	0	4	0	2	0	2	0	0	0	0	0	0
OTU277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
OTU280	180	262	156	145	184	40	35	57	102	45	27	60	49	93	68	74	18	66	16	326	202	305	300	340	166	97	108	41	182	97	61	91	179	115	295	287	297	215	178	147	248	85	82	87	46	116	260	227
OTU282	59	86	82	79	82	23	36	36	16	15	32	46	27	30	15	94	14	69	12	79	55	6	75	47	62	57	45	25	50	38	14	12	37	29	46	47	132	107	24	21	61	28	25	46	57	30	60	60
OTU283	1	1	1	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	3	0	1	1	0	0	0	0	0	0	1	0	1	2	0	3	4	1	0	1	0	0	0	0	0	1	3	1
OTU284	6	3	3	1	4	0	0	3	1	9	1	0	0	5	10	1	0	0	0	0	2	1	2	2	2	0	1	0	2	1	0	2	2	1	1	4	2	1	1	0	3	2	0	0	0	1	4	1
OTU285	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1
OTU286	347	324	472	799	518	49	65	59	61	36	54	94	51	87	20	68	32	160	46	363	238	96	455	99	311	82	178	111	151	237	57	46	65	186	131	317	711	618	58	115	393	205	159	178	109	195	172	192
OTU287	13	10	5	18	9	9	5	11	5	11	3	4	0	13	10	5	1	3	0	22	17	7	32	20	14	20	15	11	5	1	23	4	7	6	68	45	18	15	1	9	8	3	12	3	1	5	5	9
OTU288	31	19	21	21	66	10	17	13	5	5	17	15	30	7	6	20	5	13	16	43	10	12	5	13	33	11	14	3	36	9	16	6	9	33	24	23	43	28	27	77	55	25	6	39	11	23	20	62
OTU293	1	8	1	1	5	1	3	5	4	4	1	8	3	1	8	1	4	2	1	10	11	1	11	7	12	4	1	1	7	5	0	1	4	2	9	3	5	6	1	1	2	2	7	3	3	2	11	2
OTU294	34	33	10	19	13	6	4	6	8	8	12	22	10	8	10	14	5	15	6	16	12	8	20	27	40	23	18	12	17	30	12	13	33	21	13	28	20	33	13	13	24	11	6	10	11	17	15	4
OTU295	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	3	0	0	2	4	0	0	2	6	3	2	0	0	1	0	0	0	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU300	0	0	0	0	0	0	1	0	0	0	0	2	1	1	3	1	0	3	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	3	1	4	1	0	0	0	0
OTU301	5	12	15	22	23	1	4	4	2	10	4	13	2	3	10	9	2	3	6	13	11	7	14	10	5	3	1	1	2	5	9	2	6	1	2	2	7	16	4	6	3	4	7	5	1	2	9	2
OTU302	0	1	2	1	1	2	6	5	21	5	176	509	225	29	16	468	2321	333	598	1	0	5	0	1	6	6	5	1	1	0	4	0	1	1	8	4	1	5	6	4	3	8	0	2	1	3	2	1
OTU307	23	58	41	43	95	34	32	29	39	13	16	37	36	45	15	28	8	35	14	95	82	19	75	118	20	12	20	35	70	23	4	41	79	14	83	28	50	114	2	15	18	14	11	62	50	18	131	33
OTU308	12	10	27	27	21	7	15	17	9	2	7	8	17	13	2	12	6	39	0	16	25	14	45	12	17	14	7	8	20	14	5	15	12	9	12	8	27	14	5	11	44	34	6	16	81	13	86	30
OTU310	15	15	30	50	37	27	15	25	13	14	10	31	12	9	7	32	3	18	7	60	46	15	42	44	45	19	13	8	15	15	13	8	18	13	14	23	21	40	9	15	19	24	19	21	21	11	38	16
OTU311	5	8	3	10	6	87	47	89	119	63	59	34	81	61	57	29	46	16	56	7	9	2	6	8	10	6	2	0	2	4	1	3	3	7	9	10	4	6	9	15	14	7	10	4	11	61	39	14
OTU313	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	3	0	0	0	2	0	1	0	1	0	0	0	4	0	0	0	1	2	1	0	0	0	1	0	1	0	2	10	9	1	2	5
